question,context,ground_truth,keywords,context_answer
"Khi nào thì áp dụng biện pháp khắc phục hậu quả buộc nộp lại giấy phép, chứng chỉ hành nghề?","Điều 6. Thi hành các hình thức xử phạt, biện pháp khắc phục hậu quả 1. Việc thi hành các hình thức xử phạt, biện pháp khắc phục hậu quả quy định tại Nghị định này được thực hiện theo quy định của Luật Xử lý vi phạm hành chính và các văn bản hướng dẫn thi hành. 2. Đối với các hành vi vi phạm hành chính bị áp dụng biện pháp khắc phục hậu quả buộc nộp lại giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động bị tẩy xóa, sửa chữa làm sai lệch nội dung cho cơ quan, người có thẩm quyền đã cấp giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động đó thì thực hiện như sau: a) Nếu tại thời điểm ban hành quyết định xử phạt vi phạm hành chính có áp dụng biện pháp khắc phục hậu quả buộc nộp lại giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động bị tẩy xóa, sửa chữa làm sai lệch nội dung mà giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động này vẫn đang bị người có","Biện pháp khắc phục hậu quả buộc nộp lại giấy phép, chứng chỉ hành nghề được áp dụng khi có hành vi vi phạm hành chính bị áp dụng biện pháp khắc phục hậu quả buộc nộp lại giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động bị tẩy xóa, sửa chữa làm sai lệch nội dung cho cơ quan, người có thẩm quyền đã cấp giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động đó, theo quy định tại Điều 6 Nghị định này.","biện pháp khắc phục, giấy phép, xử lý vi phạm","Biện pháp khắc phục hậu quả buộc nộp lại giấy phép, chứng chỉ hành nghề được áp dụng khi có hành vi vi phạm hành chính liên quan đến giấy phép, chứng chỉ hành nghề bị tẩy xóa, sửa chữa."
"Thi hành các hình thức xử phạt, biện pháp khắc phục hậu quả được thực hiện như thế nào?","Điều 6. Thi hành các hình thức xử phạt, biện pháp khắc phục hậu quả 1. Việc thi hành các hình thức xử phạt, biện pháp khắc phục hậu quả quy định tại Nghị định này được thực hiện theo quy định của Luật Xử lý vi phạm hành chính và các văn bản hướng dẫn thi hành. 2. Đối với các hành vi vi phạm hành chính bị áp dụng biện pháp khắc phục hậu quả buộc nộp lại giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động bị tẩy xóa, sửa chữa làm sai lệch nội dung cho cơ quan, người có thẩm quyền đã cấp giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động đó thì thực hiện như sau: a) Nếu tại thời điểm ban hành quyết định xử phạt vi phạm hành chính có áp dụng biện pháp khắc phục hậu quả buộc nộp lại giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động bị tẩy xóa, sửa chữa làm sai lệch nội dung mà giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động này vẫn đang bị người có","Thi hành các hình thức xử phạt, biện pháp khắc phục hậu quả được thực hiện theo quy định của Luật Xử lý vi phạm hành chính và các văn bản hướng dẫn thi hành, theo quy định tại Điều 6 Nghị định này.","xử lý vi phạm, biện pháp khắc phục, thi hành","Thi hành các hình thức xử phạt, biện pháp khắc phục hậu quả được thực hiện theo quy định của pháp luật về xử lý vi phạm hành chính."
"Nếu giấy phép bị tẩy xóa, sửa chữa làm sai lệch nội dung thì phải xử lý như thế nào?","ai lệch nội dung mà giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động này vẫn đang bị người có thẩm quyền tạm giữ theo quy định tại các điểm a và b khoản 1 Điều 125 Luật Xử lý vi phạm hành chính, thì trong thời hạn 02 ngày làm việc, kể từ ngày ra quyết định xử phạt vi phạm hành chính, người có thẩm quyền đã ra quyết định xử phạt phải gửi văn bản đề nghị kèm theo quyết định xử phạt, giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động bị tẩy xóa, sửa chữa làm sai lệch nội dung cho cơ quan, người có thẩm quyền đã cấp giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động đó; b) Nếu vụ việc không thuộc trường hợp quy định tại điểm a khoản này thì cá nhân, tổ chức vi phạm phải nộp lại giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động bị tẩy xóa, sửa chữa làm sai lệch nội dung cho cơ quan, người có thẩm quyền đã cấp giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động trong thời hạn được ghi trong quyết định xử phạt vi phạm hành chính và chịu mọi chi phí cho việc th","Nếu giấy phép bị tẩy xóa, sửa chữa làm sai lệch nội dung, trong thời hạn 02 ngày làm việc, kể từ ngày ra quyết định xử phạt vi phạm hành chính, người có thẩm quyền đã ra quyết định xử phạt phải gửi văn bản đề nghị kèm theo quyết định xử phạt, giấy phép bị tẩy xóa, sửa chữa làm sai lệch nội dung cho cơ quan, người có thẩm quyền đã cấp giấy phép đó theo quy định tại điểm a khoản 1 Điều 125 Luật Xử lý vi phạm hành chính.","giấy phép, tẩy xóa, sửa chữa","Phải gửi văn bản đề nghị kèm theo quyết định xử phạt, giấy phép bị tẩy xóa, sửa chữa làm sai lệch nội dung cho cơ quan, người có thẩm quyền đã cấp giấy phép đó."
"Cá nhân, tổ chức vi phạm phải làm gì với giấy phép bị tẩy xóa, sửa chữa làm sai lệch nội dung?","ai lệch nội dung mà giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động này vẫn đang bị người có thẩm quyền tạm giữ theo quy định tại các điểm a và b khoản 1 Điều 125 Luật Xử lý vi phạm hành chính, thì trong thời hạn 02 ngày làm việc, kể từ ngày ra quyết định xử phạt vi phạm hành chính, người có thẩm quyền đã ra quyết định xử phạt phải gửi văn bản đề nghị kèm theo quyết định xử phạt, giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động bị tẩy xóa, sửa chữa làm sai lệch nội dung cho cơ quan, người có thẩm quyền đã cấp giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động đó; b) Nếu vụ việc không thuộc trường hợp quy định tại điểm a khoản này thì cá nhân, tổ chức vi phạm phải nộp lại giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động bị tẩy xóa, sửa chữa làm sai lệch nội dung cho cơ quan, người có thẩm quyền đã cấp giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động trong thời hạn được ghi trong quyết định xử phạt vi phạm hành chính và chịu mọi chi phí cho việc th","Cá nhân, tổ chức vi phạm phải nộp lại giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động bị tẩy xóa, sửa chữa làm sai lệch nội dung cho cơ quan, người có thẩm quyền đã cấp giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động trong thời hạn được ghi trong quyết định xử phạt vi phạm hành chính và chịu mọi chi phí cho việc này.","cá nhân, tổ chức, nộp lại","Phải nộp lại giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động bị tẩy xóa, sửa chữa làm sai lệch nội dung cho cơ quan, người có thẩm quyền đã cấp giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động đó."
Khi nào thì hình thức xử phạt bổ sung tịch thu tang vật không áp dụng?,"trong thời hạn được ghi trong quyết định xử phạt vi phạm hành chính và chịu mọi chi phí cho việc thực hiện biện pháp khắc phục hậu quả. 3. Các biện pháp khắc phục hậu quả buộc nộp lại giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động bị tẩy xóa, sửa chữa làm sai lệch nội dung cho cơ quan, người có thẩm quyền đã cấp giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động đó; buộc nộp lại bản chính giấy tờ, văn bản bị tẩy xóa, sửa chữa làm sai lệch nội dung cho cơ quan, người có thẩm quyền đã cấp giấy tờ, văn bản đó và hình thức xử phạt bổ sung tịch thu tang vật là giấy tờ, văn bản bị tẩy xóa, sửa chữa làm sai lệch nội dung không áp dụng trong trường hợp các loại giấy tờ nêu trên được cấp và lưu trữ bằng bản điện tử. Trong trường hợp này, người có thẩm quyền đã ra quyết định xử phạt phải thông báo bằng văn bản cho cơ quan, người có thẩm quyền đã cấp giấy tờ, văn bản đó để xử lý theo quy định.","Hình thức xử phạt bổ sung tịch thu tang vật không áp dụng khi giấy tờ, văn bản bị tẩy xóa, sửa chữa làm sai lệch nội dung được cấp và lưu trữ bằng bản điện tử, theo quy định tại Điều 3 Nghị định 700787/2026.","xử phạt, tịch thu, giấy tờ điện tử","Hình thức xử phạt bổ sung tịch thu tang vật không áp dụng khi giấy tờ, văn bản bị tẩy xóa, sửa chữa làm sai lệch nội dung được cấp và lưu trữ bằng bản điện tử."
"Người có thẩm quyền đã ra quyết định xử phạt phải làm gì khi giấy tờ, văn bản bị tẩy xóa, sửa chữa làm sai lệch nội dung được cấp và lưu trữ bằng bản điện tử?","trong thời hạn được ghi trong quyết định xử phạt vi phạm hành chính và chịu mọi chi phí cho việc thực hiện biện pháp khắc phục hậu quả. 3. Các biện pháp khắc phục hậu quả buộc nộp lại giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động bị tẩy xóa, sửa chữa làm sai lệch nội dung cho cơ quan, người có thẩm quyền đã cấp giấy phép, chứng chỉ hành nghề, giấy đăng ký hoạt động đó; buộc nộp lại bản chính giấy tờ, văn bản bị tẩy xóa, sửa chữa làm sai lệch nội dung cho cơ quan, người có thẩm quyền đã cấp giấy tờ, văn bản đó và hình thức xử phạt bổ sung tịch thu tang vật là giấy tờ, văn bản bị tẩy xóa, sửa chữa làm sai lệch nội dung không áp dụng trong trường hợp các loại giấy tờ nêu trên được cấp và lưu trữ bằng bản điện tử. Trong trường hợp này, người có thẩm quyền đã ra quyết định xử phạt phải thông báo bằng văn bản cho cơ quan, người có thẩm quyền đã cấp giấy tờ, văn bản đó để xử lý theo quy định.","Người có thẩm quyền đã ra quyết định xử phạt phải thông báo bằng văn bản cho cơ quan, người có thẩm quyền đã cấp giấy tờ, văn bản đó để xử lý theo quy định, theo quy định tại Điều 3 Nghị định 700787/2026.","thông báo, giấy tờ điện tử, xử lý","Người có thẩm quyền đã ra quyết định xử phạt phải thông báo bằng văn bản cho cơ quan, người có thẩm quyền đã cấp giấy tờ, văn bản đó để xử lý theo quy định."
"Phạt tiền đối với hành vi tẩy xóa, sửa chữa làm sai lệch nội dung giấy tờ, văn bản do cơ quan, tổ chức?","Điều 7. Hành vi vi phạm quy định về hồ sơ đăng ký tập sự hành nghề luật sư; đề nghị cấp, cấp lại chứng chỉ hành nghề luật sư; gia nhập Đoàn luật sư; đề nghị cấp giấy đăng ký hành nghề luật sư, giấy phép hành nghề luật sư tại Việt Nam của luật sư nước ngoài; đề nghị cấp giấy đăng ký hoạt động của tổ chức hành nghề luật sư, chi nhánh của tổ chức hành nghề luật sư; đề nghị cấp giấy phép thành lập, giấy đăng ký hoạt động của chi nhánh của tổ chức hành nghề luật sư nước ngoài, công ty luật nước ngoài, chi nhánh của công ty luật nước ngoài tại Việt Nam 1. Phạt tiền từ 3.000.000 đồng đến 7.000.000 đồng đối với một trong các hành vi sau: a) Tẩy xóa, sửa chữa làm sai lệch nội dung giấy tờ, văn bản do cơ quan, tổ chức","Phạt tiền từ 3.000.000 đồng đến 7.000.000 đồng đối với hành vi tẩy xóa, sửa chữa làm sai lệch nội dung giấy tờ, văn bản do cơ quan, tổ chức theo quy định tại Điều 7 của Nghị định.","phạt tiền, tẩy xóa, sửa chữa",Phạt tiền từ 3.000.000 đồng đến 7.000.000 đồng
Hành vi vi phạm hành chính trong hoạt động luật sư bị phạt bao nhiêu?,"Điều 7. Hành vi vi phạm quy định về hồ sơ đăng ký tập sự hành nghề luật sư; đề nghị cấp, cấp lại chứng chỉ hành nghề luật sư; gia nhập Đoàn luật sư; đề nghị cấp giấy đăng ký hành nghề luật sư, giấy phép hành nghề luật sư tại Việt Nam của luật sư nước ngoài; đề nghị cấp giấy đăng ký hoạt động của tổ chức hành nghề luật sư, chi nhánh của tổ chức hành nghề luật sư; đề nghị cấp giấy phép thành lập, giấy đăng ký hoạt động của chi nhánh của tổ chức hành nghề luật sư nước ngoài, công ty luật nước ngoài, chi nhánh của công ty luật nước ngoài tại Việt Nam 1. Phạt tiền từ 3.000.000 đồng đến 7.000.000 đồng đối với một trong các hành vi sau: a) Tẩy xóa, sửa chữa làm sai lệch nội dung giấy tờ, văn bản do cơ quan, tổ chức",Hành vi vi phạm hành chính trong hoạt động luật sư có thể bị phạt từ 3.000.000 đồng đến 7.000.000 đồng theo quy định tại Điều 7 của Nghị định.,"hành vi vi phạm, phạt tiền, hoạt động luật sư",Phạt tiền từ 3.000.000 đồng đến 7.000.000 đồng đối với hành vi vi phạm
"Hành vi tẩy xóa, sửa chữa làm sai lệch nội dung giấy tờ, văn bản trong hồ sơ đăng ký tập sự hành nghề luật sư sẽ bị xử phạt như thế nào?","ng các hành vi sau: a) Tẩy xóa, sửa chữa làm sai lệch nội dung giấy tờ, văn bản do cơ quan, tổ chức, người có thẩm quyền cấp trong hồ sơ đăng ký tập sự hành nghề luật sư; gia nhập Đoàn luật sư; đề nghị cấp, cấp lại chứng chỉ hành nghề luật sư; đề nghị cấp giấy đăng ký hành nghề luật sư, giấy phép hành nghề luật sư tại Việt Nam của luật sư nước ngoài; b) Tẩy xóa, sửa chữa làm sai lệch nội dung giấy tờ, văn bản do cơ quan, tổ chức, người có thẩm quyền cấp trong hồ sơ đề nghị cấp, cấp lại giấy đăng ký hoạt động của tổ chức hành nghề luật sư, chi nhánh của tổ chức hành nghề luật sư; giấy phép thành lập, giấy đăng ký hoạt động của chi nhánh của tổ chức hành nghề luật sư nước ngoài, công ty luật nước ngoài, chi nhánh của công ty luật nước ngoài tại Việt Nam. 2. Phạt tiền từ 7.000.000 đồng đến 10.000.000 đồng đối với hành vi khai không trung thực, che giấu thông tin của cá nhân, tổ chức trong hồ sơ đăng ký tập sự hành nghề luật sư; đề nghị cấp, cấp lại chứng chỉ hành nghề luật sư,","Hành vi tẩy xóa, sửa chữa làm sai lệch nội dung giấy tờ, văn bản trong hồ sơ đăng ký tập sự hành nghề luật sư sẽ bị xử phạt theo quy định tại điểm a, khoản 1 của Nghị định này. Cụ thể, phạt tiền từ 7.000.000 đồng đến 10.000.000 đồng đối với hành vi này.","tẩy xóa, sửa chữa, xử phạt","Hành vi tẩy xóa, sửa chữa làm sai lệch nội dung giấy tờ, văn bản trong hồ sơ đăng ký tập sự hành nghề luật sư sẽ bị xử phạt từ 7.000.000 đồng đến 10.000.000 đồng."
"Khai không trung thực, che giấu thông tin của cá nhân, tổ chức trong hồ sơ đăng ký tập sự hành nghề luật sư sẽ bị xử phạt như thế nào?","ng các hành vi sau: a) Tẩy xóa, sửa chữa làm sai lệch nội dung giấy tờ, văn bản do cơ quan, tổ chức, người có thẩm quyền cấp trong hồ sơ đăng ký tập sự hành nghề luật sư; gia nhập Đoàn luật sư; đề nghị cấp, cấp lại chứng chỉ hành nghề luật sư; đề nghị cấp giấy đăng ký hành nghề luật sư, giấy phép hành nghề luật sư tại Việt Nam của luật sư nước ngoài; b) Tẩy xóa, sửa chữa làm sai lệch nội dung giấy tờ, văn bản do cơ quan, tổ chức, người có thẩm quyền cấp trong hồ sơ đề nghị cấp, cấp lại giấy đăng ký hoạt động của tổ chức hành nghề luật sư, chi nhánh của tổ chức hành nghề luật sư; giấy phép thành lập, giấy đăng ký hoạt động của chi nhánh của tổ chức hành nghề luật sư nước ngoài, công ty luật nước ngoài, chi nhánh của công ty luật nước ngoài tại Việt Nam. 2. Phạt tiền từ 7.000.000 đồng đến 10.000.000 đồng đối với hành vi khai không trung thực, che giấu thông tin của cá nhân, tổ chức trong hồ sơ đăng ký tập sự hành nghề luật sư; đề nghị cấp, cấp lại chứng chỉ hành nghề luật sư,","Khai không trung thực, che giấu thông tin của cá nhân, tổ chức trong hồ sơ đăng ký tập sự hành nghề luật sư sẽ bị xử phạt từ 7.000.000 đồng đến 10.000.000 đồng theo quy định tại khoản 2 của Nghị định này.","khai không trung thực, che giấu thông tin, xử phạt","Khai không trung thực, che giấu thông tin của cá nhân, tổ chức trong hồ sơ đăng ký tập sự hành nghề luật sư sẽ bị xử phạt từ 7.000.000 đồng đến 10.000.000 đồng."
"Hành vi tẩy xóa, sửa chữa làm sai lệch nội dung giấy tờ, văn bản bị xử phạt như thế nào?","hức trong hồ sơ đăng ký tập sự hành nghề luật sư; đề nghị cấp, cấp lại chứng chỉ hành nghề luật sư, giấy đăng ký hành nghề, giấy phép hành nghề luật sư tại Việt Nam của luật sư nước ngoài, giấy phép thành lập, giấy đăng ký hoạt động. 3. Hình thức xử phạt bổ sung: Tịch thu tang vật là giấy tờ, văn bản bị tẩy xóa, sửa chữa làm sai lệch nội dung đối với hành vi vi phạm quy định tại khoản 1 Điều này. 4. Biện pháp khắc phục hậu quả: a) Kiến nghị cơ quan, tổ chức, người có thẩm quyền xem xét, xử lý đối với giấy tờ, văn bản đã cấp do có hành vi vi phạm quy định tại khoản 1 Điều này; b) Buộc nộp lại bản chính giấy tờ, văn bản bị tẩy xóa, sửa chữa làm sai lệch nội dung cho cơ quan, người có thẩm quyền đã cấp giấy tờ, văn bản đó đối với hành vi vi phạm quy định tại khoản 1 Điều này, trừ trường hợp bản chính đã bị tịch thu theo quy định tại khoản 3 Điều này; c) Buộc nộp lại số lợi bất hợp pháp có được do thực hiện hành vi vi phạm quy định tại các khoản 1 và 2 Điều này.","Hành vi tẩy xóa, sửa chữa làm sai lệch nội dung giấy tờ, văn bản sẽ bị xử phạt theo quy định tại Điều 8, bao gồm hình thức xử phạt bổ sung là tịch thu tang vật và biện pháp khắc phục hậu quả là buộc nộp lại bản chính giấy tờ, văn bản bị tẩy xóa, sửa chữa làm sai lệch nội dung.","tịch thu, xử phạt, giấy tờ","Hành vi tẩy xóa, sửa chữa làm sai lệch nội dung giấy tờ, văn bản sẽ bị xử phạt và phải nộp lại bản chính giấy tờ, văn bản đó."
Biện pháp khắc phục hậu quả đối với hành vi vi phạm quy định tại khoản 1 Điều 8 là gì?,"hức trong hồ sơ đăng ký tập sự hành nghề luật sư; đề nghị cấp, cấp lại chứng chỉ hành nghề luật sư, giấy đăng ký hành nghề, giấy phép hành nghề luật sư tại Việt Nam của luật sư nước ngoài, giấy phép thành lập, giấy đăng ký hoạt động. 3. Hình thức xử phạt bổ sung: Tịch thu tang vật là giấy tờ, văn bản bị tẩy xóa, sửa chữa làm sai lệch nội dung đối với hành vi vi phạm quy định tại khoản 1 Điều này. 4. Biện pháp khắc phục hậu quả: a) Kiến nghị cơ quan, tổ chức, người có thẩm quyền xem xét, xử lý đối với giấy tờ, văn bản đã cấp do có hành vi vi phạm quy định tại khoản 1 Điều này; b) Buộc nộp lại bản chính giấy tờ, văn bản bị tẩy xóa, sửa chữa làm sai lệch nội dung cho cơ quan, người có thẩm quyền đã cấp giấy tờ, văn bản đó đối với hành vi vi phạm quy định tại khoản 1 Điều này, trừ trường hợp bản chính đã bị tịch thu theo quy định tại khoản 3 Điều này; c) Buộc nộp lại số lợi bất hợp pháp có được do thực hiện hành vi vi phạm quy định tại các khoản 1 và 2 Điều này.","Biện pháp khắc phục hậu quả đối với hành vi vi phạm quy định tại khoản 1 Điều 8 bao gồm kiến nghị cơ quan, tổ chức, người có thẩm quyền xem xét, xử lý đối với giấy tờ, văn bản đã cấp, buộc nộp lại bản chính giấy tờ, văn bản bị tẩy xóa, sửa chữa làm sai lệch nội dung và buộc nộp lại số lợi bất hợp pháp có được.","biện pháp khắc phục, hậu quả, giấy tờ","Biện pháp khắc phục hậu quả đối với hành vi vi phạm quy định tại khoản 1 Điều 8 là buộc nộp lại bản chính giấy tờ, văn bản bị tẩy xóa, sửa chữa làm sai lệch nội dung."
"Luật sư không tham gia nghĩa vụ bồi dưỡng bắt buộc về chuyên môn, nghiệp vụ sẽ bị phạt bao nhiêu?","ợp pháp có được do thực hiện hành vi vi phạm quy định tại các khoản 1 và 2 Điều này. Điều 8. Hành vi vi phạm quy định đối với hoạt động hành nghề luật sư 1. Phạt tiền từ 1.000.000 đồng đến 3.000.000 đồng đối với một trong các hành vi sau: a) Không tham gia hoặc tham gia không đầy đủ nghĩa vụ bồi dưỡng bắt buộc về chuyên môn, nghiệp vụ; b) Thông báo không đúng thời hạn cho Đoàn luật sư về việc đăng ký hành nghề, thay đổi nội dung đăng ký hành nghề.","Theo Điều 8, khoản 1, điểm a, luật sư không tham gia hoặc tham gia không đầy đủ nghĩa vụ bồi dưỡng bắt buộc về chuyên môn, nghiệp vụ sẽ bị phạt tiền từ 1.000.000 đồng đến 3.000.000 đồng.","luật sư, phạt tiền, nghĩa vụ","Luật sư sẽ bị phạt từ 1.000.000 đồng đến 3.000.000 đồng nếu không tham gia hoặc tham gia không đầy đủ nghĩa vụ bồi dưỡng bắt buộc về chuyên môn, nghiệp vụ."
Hành vi không đăng ký thay đổi nội dung đăng ký hành nghề với cơ quan nhà nước có thẩm quyền sẽ bị phạt bao nhiêu?,"2. Phạt tiền từ 3.000.000 đồng đến 7.000.000 đồng đối với một trong các hành vi sau: a) Thông báo không đầy đủ cho khách hàng về quyền, nghĩa vụ và trách nhiệm nghề nghiệp của mình trong việc thực hiện dịch vụ pháp lý; b) Không đăng ký thay đổi nội dung đăng ký hành nghề với cơ quan nhà nước có thẩm quyền hoặc không thông báo cho Đoàn luật sư về việc đăng ký hành nghề, thay đổi nội dung đăng ký hành nghề.","Theo Điều 8, khoản 2, điểm b, hành vi không đăng ký thay đổi nội dung đăng ký hành nghề với cơ quan nhà nước có thẩm quyền sẽ bị phạt tiền từ 3.000.000 đồng đến 7.000.000 đồng.","phạt tiền, đăng ký, thay đổi",Hành vi không đăng ký thay đổi nội dung đăng ký hành nghề với cơ quan nhà nước có thẩm quyền sẽ bị phạt từ 3.000.000 đồng đến 7.000.000 đồng.
"Luật sư có được phép cung cấp dịch vụ pháp lý cho cơ quan, tổ chức, cá nhân khác ngoài cơ quan, tổ chức mà luật sư đã ký hợp đồng lao động không?","đồng đến 10.000.000 đồng đối với một trong các hành vi sau: a) Cung cấp dịch vụ pháp lý cho cơ quan, tổ chức, cá nhân khác ngoài cơ quan, tổ chức mà luật sư đã ký hợp đồng lao động, trừ trường hợp được cơ quan nhà nước yêu cầu hoặc tham gia tố tụng trong vụ án hình sự theo yêu cầu của cơ quan tiến hành tố tụng hoặc thực hiện trợ giúp pháp lý theo sự phân công của Đoàn luật sư mà luật sư là thành viên; b) Thành lập hoặc tham gia thành lập từ hai tổ chức hành nghề luật sư trở lên; c) Làm việc theo hợp đồng lao động cho cơ quan, tổ chức khác bằng hình thức luật sư hành nghề với tư cách cá nhân ngoài tổ chức hành nghề luật sư mà luật sư đã thành lập, tham gia thành lập hoặc đã ký hợp đồng lao động; d) Hành nghề luật sư không đúng hình thức hành nghề theo quy định; đ) Hành nghề luật sư với tư cách cá nhân mà không mua bảo hiểm trách nhiệm nghề nghiệp trong trường hợp hợp đồng lao động có thỏa thuận; e) Không thông báo cho khách hàng về quyền, nghĩa vụ và trách nhiệm nghề nghiệp","Theo quy định tại điểm a, luật sư không được phép cung cấp dịch vụ pháp lý cho cơ quan, tổ chức, cá nhân khác ngoài cơ quan, tổ chức mà luật sư đã ký hợp đồng lao động, trừ trường hợp được cơ quan nhà nước yêu cầu hoặc tham gia tố tụng trong vụ án hình sự theo yêu cầu của cơ quan tiến hành tố tụng hoặc thực hiện trợ giúp pháp lý theo sự phân công của Đoàn luật sư mà luật sư là thành viên.","luật sư, dịch vụ pháp lý, hợp đồng lao động","Luật sư không được phép cung cấp dịch vụ pháp lý cho cơ quan, tổ chức, cá nhân khác ngoài cơ quan, tổ chức mà luật sư đã ký hợp đồng lao động, trừ một số trường hợp đặc biệt."
Hành vi nào của luật sư sẽ bị phạt tiền từ 5.000.000 đồng đến 10.000.000 đồng?,"đồng đến 10.000.000 đồng đối với một trong các hành vi sau: a) Cung cấp dịch vụ pháp lý cho cơ quan, tổ chức, cá nhân khác ngoài cơ quan, tổ chức mà luật sư đã ký hợp đồng lao động, trừ trường hợp được cơ quan nhà nước yêu cầu hoặc tham gia tố tụng trong vụ án hình sự theo yêu cầu của cơ quan tiến hành tố tụng hoặc thực hiện trợ giúp pháp lý theo sự phân công của Đoàn luật sư mà luật sư là thành viên; b) Thành lập hoặc tham gia thành lập từ hai tổ chức hành nghề luật sư trở lên; c) Làm việc theo hợp đồng lao động cho cơ quan, tổ chức khác bằng hình thức luật sư hành nghề với tư cách cá nhân ngoài tổ chức hành nghề luật sư mà luật sư đã thành lập, tham gia thành lập hoặc đã ký hợp đồng lao động; d) Hành nghề luật sư không đúng hình thức hành nghề theo quy định; đ) Hành nghề luật sư với tư cách cá nhân mà không mua bảo hiểm trách nhiệm nghề nghiệp trong trường hợp hợp đồng lao động có thỏa thuận; e) Không thông báo cho khách hàng về quyền, nghĩa vụ và trách nhiệm nghề nghiệp","Theo quy định, các hành vi như cung cấp dịch vụ pháp lý cho cơ quan, tổ chức, cá nhân khác ngoài cơ quan, tổ chức mà luật sư đã ký hợp đồng lao động, thành lập hoặc tham gia thành lập từ hai tổ chức hành nghề luật sư trở lên, làm việc theo hợp đồng lao động cho cơ quan, tổ chức khác bằng hình thức luật sư hành nghề với tư cách cá nhân ngoài tổ chức hành nghề luật sư mà luật sư đã thành lập, tham gia thành lập hoặc đã ký hợp đồng lao động, hành nghề luật sư không đúng hình thức hành nghề theo quy định, hành nghề luật sư với tư cách cá nhân mà không mua bảo hiểm trách nhiệm nghề nghiệp trong trường hợp hợp đồng lao động có thỏa thuận, không thông báo cho khách hàng về quyền, nghĩa vụ và trách nhiệm nghề nghiệp sẽ bị phạt tiền từ 5.000.000 đồng đến 10.000.000 đồng.","phạt tiền, hành vi, luật sư","Các hành vi như cung cấp dịch vụ pháp lý trái quy định, thành lập nhiều tổ chức hành nghề luật sư, hành nghề không đúng hình thức, không mua bảo hiểm trách nhiệm nghề nghiệp, không thông báo cho khách hàng về quyền và nghĩa vụ sẽ bị phạt tiền."
Luật sư có được phép hành nghề khi chưa được cấp giấy đăng ký hành nghề luật sư không?,"động có thỏa thuận; e) Không thông báo cho khách hàng về quyền, nghĩa vụ và trách nhiệm nghề nghiệp của mình trong việc thực hiện dịch vụ pháp lý; g) Ký hợp đồng dịch vụ pháp lý với khách hàng không thông qua tổ chức hành nghề luật sư hoặc không có văn bản ủy quyền của tổ chức hành nghề luật sư; h) Hành nghề khi chưa được cấp giấy đăng ký hành nghề luật sư với tư cách cá nhân hoặc vẫn hành nghề khi đã bị thu hồi giấy đăng ký hành nghề luật sư.","Không, luật sư không được phép hành nghề khi chưa được cấp giấy đăng ký hành nghề luật sư. Theo điểm h, khoản 3, Nghị định 109/2026/NĐ-CP, hành nghề khi chưa được cấp giấy đăng ký hành nghề luật sư với tư cách cá nhân hoặc vẫn hành nghề khi đã bị thu hồi giấy đăng ký hành nghề luật sư sẽ bị phạt tiền từ 10.000.000 đồng đến 15.000.000 đồng.","giấy đăng ký, hành nghề, luật sư",Luật sư cần phải được cấp giấy đăng ký hành nghề luật sư trước khi bắt đầu hành nghề.
